1401|1401|19,28|12,18	1
1409|1409|34,44|4,11	0
1465|1465|7,10|49,58	0
1499|1499|88,91|27,33	0
1501|1501|93,110|79,92	1
1502|1502|33,44|21,30	1
1521|1521|25,38|16,24	1
1554|1554|7,10|83,93	1
1577|1577|191,201|217,225	1
1584|1584|210,228|201,209	1
1594|1594|228,248|210,225	1
1595|1595|29,38|68,72	0
1620|1620|164,167|15,18	1
1623|1623|1,3|79,86	0
1670|1670|47,49|95,102	0
1695|1695|0,2|135,143	0
1707|1707|67,72|46,57	1
1738|1738|154,157|135,140	0
1749|1749|15,17|55,63	0
1751|1751|47,68|84,98	1
1765|1765|27,39|143,150	0
1768|1768|0,2|113,124	0
1776|1776|123,126|159,166	0
1786|1786|22,43|7,21	1
1789|1789|36,39|87,94	1
1814|1814|56,59|74,92	0
1828|1828|76,86|69,75	1
1835|1835|72,84|56,71	1
1838|1838|0,2|67,80	1
1884|1884|177,190|159,174	1
1909|1909|142,154|135,141	1
1912|1912|119,140|40,48	0
1977|1977|0,15|48,57	1
1992|1992|84,87|14,23	0
1996|1996|9,24|111,115	0
1997|1997|4,15|22,37	1
2003|2003|5,19|22,31	1
2023|2023|182,192|29,42	0
2057|2057|3,9|14,33	1
2059|2059|73,82|108,116	1
2085|2085|0,6|74,81	0
2087|2087|3,6|66,75	1
2095|2095|11,25|46,54	1
2111|2111|7,21|0,6	1
2112|2112|0,13|20,28	1
2139|2139|31,52|114,118	0
2141|2141|84,95|74,83	1
2145|2145|0,21|52,58	1
2177|2177|83,97|109,118	1
2180|2180|31,44|22,30	1
2197|2197|89,100|124,133	1
2208|2208|147,159|127,136	0
2234|2234|81,102|34,42	1
2241|2241|137,148|127,136	1
2249|2249|25,39|8,17	1
2283|2283|115,130|108,112	0
2291|2291|115,118|0,13	0
2313|2313|109,120|99,108	0
2318|2318|25,38|101,118	0
2341|2341|0,20|88,102	1
2364|2364|28,50|13,19	1
2369|2369|84,95|152,170	1
2380|2380|4,6|161,166	0
2383|2383|66,78|90,105	1
2387|2387|0,7|23,46	1
2389|2389|0,16|108,116	0
2394|2394|23,26|106,115	0
2416|2416|58,73|43,57	1
2418|2418|67,70|145,163	0
2426|2426|50,63|20,26	1
2448|2448|152,165|143,151	1
2472|2472|24,29|99,104	0
2513|2513|0,13|36,53	1
2514|2514|0,15|128,137	0
2518|2518|23,33|12,20	1
2551|2551|46,49|69,75	0
2578|2578|0,6|176,182	0
2581|2581|0,5|77,86	0
2593|2593|181,203|146,155	1
2596|2596|79,89|72,78	1
2601|2601|47,63|37,46	1
2605|2605|110,123|102,109	1
2622|2622|0,14|117,122	1
2644|2644|30,40|4,15	1
2659|2659|110,122|140,149	1
2676|2676|66,78|96,105	1
2711|2711|267,276|292,301	0
2719|2719|28,40|16,27	1
2724|2724|0,2|53,77	1
2730|2730|72,76|25,28	0
2733|2733|77,100|120,124	1
2737|2737|93,114|43,57	1
2742|2742|0,2|29,37	1
2748|2748|184,197|175,183	1
2760|2760|82,94|78,81	0
2776|2776|30,37|52,58	1
2788|2788|79,101|148,157	0
2822|2822|0,15|18,28	0
2854|2854|90,111|249,263	0
2856|2856|28,49|13,27	1
2857|2857|61,63|33,39	1
2875|2875|53,65|47,52	1
2878|2878|56,59|41,49	0
2892|2892|57,70|50,56	1
2893|2893|129,139|10,14	0
2920|2920|120,123|18,27	1
2942|2942|0,20|77,83	1
2945|2945|0,2|84,92	0
2963|2963|49,70|39,48	1
2971|2971|0,16|35,48	1
2975|2975|0,15|43,47	0
2980|2980|183,196|227,235	0
2995|2995|55,74|88,94	0
3004|3004|18,32|187,195	0
3007|3007|0,13|37,46	1
3010|3010|0,6|64,72	1
3015|3015|49,59|82,91	0
3016|3016|73,76|12,20	1
3020|3020|104,125|135,147	0
3035|3035|47,62|42,46	1
3036|3036|142,163|127,141	1
3047|3047|0,7|127,136	0
3063|3063|32,61|22,31	0
3072|3072|27,42|0,26	1
3073|3073|29,39|64,78	1
3086|3086|60,75|84,90	0
3093|3093|34,44|4,11	0
3102|3102|47,62|73,82	1
3124|3124|0,14|71,80	1
3131|3131|0,15|43,52	1
3147|3147|121,124|136,142	0
3149|3149|31,42|75,84	0
3172|3172|86,93|57,69	1
3176|3176|10,17|148,154	0
3187|3187|0,12|22,25	1
3220|3220|39,43|62,69	0
3227|3227|91,104|163,172	0
3240|3240|22,36|0,8	1
3247|3247|0,15|80,85	0
3260|3260|146,160|110,119	0
3266|3266|15,36|0,14	0
3291|3291|35,47|63,69	1
3295|3295|35,57|19,25	1
3299|3299|0,15|40,47	1
3312|3312|89,102|79,88	1
3330|3330|24,40|81,86	1
3333|3333|0,9|46,52	1
3347|3347|20,30|8,19	1
3373|3373|0,10|132,140	0
3404|3404|180,199|11,17	1
3426|3426|14,22|41,49	1
3443|3443|15,28|6,14	1
3447|3447|27,40|17,26	1
3468|3468|71,83|152,161	1
3478|3478|8,10|83,90	1
3492|3492|82,96|3,8	0
3499|3499|55,69|45,54	1
3516|3516|149,160|139,148	1
3518|3518|114,118|143,161	1
3535|3535|21,38|7,20	1
3571|3571|86,93|28,37	0
3587|3587|41,51|22,38	1
3588|3588|183,196|159,182	1
3614|3614|45,59|64,119	1
3630|3630|63,73|147,154	1
3633|3633|77,79|0,9	0
3642|3642|22,35|13,21	1
3661|3661|0,2|76,84	1
3680|3680|98,119|0,9	0
3724|3724|159,174|154,158	1
3739|3739|0,5|163,169	0
3743|3743|0,7|99,106	0
3755|3755|39,54|63,69	1
3764|3764|128,135|24,32	1
3776|3776|24,37|0,23	1
3782|3782|40,53|60,67	1
3815|3815|14,24|172,191	0
3840|3840|0,5|51,61	1
3848|3848|29,32|173,191	0
3855|3855|6,15|107,112	0
3864|3864|8,10|125,133	1
3880|3880|66,85|104,110	0
3886|3886|0,9|46,48	0
3931|3931|10,12|56,65	0
3950|3950|0,2|26,40	1
3953|3953|115,129|17,27	0
3970|3970|0,8|19,27	0
4003|4003|0,8|101,110	0
4028|4028|1,3|97,101	0
4029|4029|0,3|104,111	0
4052|4052|0,5|49,55	0
4058|4058|246,269|143,148	0
4063|4063|127,140|117,126	1
4074|4074|38,52|123,136	1
4089|4089|0,9|28,36	1
4094|4094|23,37|18,22	1
4098|4098|41,49|299,307	0
4104|4104|0,5|12,21	0
4114|4114|175,189|141,147	0
4115|4115|0,7|99,106	0
4134|4134|161,164|165,174	0
4142|4142|128,141|145,153	1
4147|4147|15,36|154,171	0
4152|4152|0,23|106,115	0
4155|4155|213,234|21,35	0
4169|4169|101,104|41,53	0
4171|4171|9,11|155,161	0
4186|4186|30,52|124,133	0
4191|4191|54,72|85,93	1
4234|4234|25,28|69,76	0
4235|4235|36,40|77,83	1
4258|4258|18,27|30,38	1
4314|4314|84,88|100,109	1
4320|4320|105,125|168,174	1
4325|4325|100,113|59,64	0
4362|4362|43,56|19,42	1
4367|4367|17,19|24,38	1
4381|4381|64,70|0,9	0
4390|4390|33,54|136,145	0
4443|4443|5,7|96,114	1
4460|4460|37,55|14,36	1
4463|4463|68,83|57,67	1
4464|4464|0,3|13,19	0
4475|4475|3,7|189,197	0
4478|4478|108,121|69,84	0
4496|4496|29,35|18,26	1
4516|4516|0,3|109,119	0
4524|4524|8,21|0,7	1
4565|4565|33,48|79,88	0
4566|4566|196,208|224,233	1
4571|4571|11,13|58,67	0
4578|4578|60,69|74,83	1
4602|4602|41,50|4,12	1
4604|4604|31,38|161,171	0
4605|4605|79,101|65,71	1
4630|4630|24,26|64,68	1
4631|4631|246,259|110,121	0
4644|4644|83,86|352,362	0
4647|4647|5,8|52,57	0
4653|4653|0,14|17,23	1
4678|4678|20,22|47,55	1
4691|4691|1,3|92,102	0
4693|4693|6,18|0,5	1
4695|4695|31,41|17,30	1
4702|4702|86,97|122,130	0
4713|4713|0,14|79,84	0
4718|4718|36,55|75,81	1
4725|4725|0,2|25,33	1
4741|4741|106,120|30,39	0
4749|4749|164,167|19,24	0
4763|4763|18,22|81,94	1
4797|4797|7,12|52,58	1
4804|4804|59,72|113,121	0
4813|4813|170,180|0,8	0
4837|4837|20,32|10,19	1
4840|4840|151,163|145,150	0
4847|4847|30,33|231,235	0
4848|4848|38,40|2,12	1
4862|4862|71,87|57,70	1
4907|4907|0,2|113,124	0
4911|4911|20,30|8,19	1
4963|4963|33,43|17,32	1
4965|4965|51,66|75,81	1
4966|4966|0,2|68,86	1
4978|4978|0,8|46,54	1
4986|4986|25,43|7,24	1
4989|4989|3,19|113,121	0
4991|4991|45,58|76,83	0
5011|5011|67,76|143,147	0
5022|5022|58,68|42,57	1
5065|5065|41,48|27,38	1
5103|5103|177,192|195,205	1
5120|5120|110,131|77,83	0
5128|5128|0,8|23,30	0
5129|5129|51,62|41,50	1
5136|5136|35,45|92,99	1
5137|5137|21,24|34,49	0
5149|5149|92,95|0,7	1
5151|5151|119,122|123,131	0
5152|5152|76,89|66,75	1
5157|5157|0,21|293,302	1
5165|5165|30,45|19,24	0
5169|5169|60,69|24,29	0
5171|5171|17,30|8,16	1
5184|5184|111,116|31,45	0
5189|5189|13,24|4,12	1
5216|5216|151,163|179,188	1
5242|5242|137,148|42,50	0
5256|5256|86,105|16,22	0
5258|5258|202,217|191,201	1
5261|5261|104,113|128,139	1
5268|5268|27,37|126,131	0
5280|5280|21,38|7,20	1
5292|5292|10,12|82,91	0
5309|5309|140,148|58,68	0
5336|5336|106,109|141,157	1
5343|5343|41,52|4,12	1
5350|5350|3,19|30,39	1
5359|5359|258,279|38,52	1
5372|5372|228,248|219,225	1
5383|5383|84,88|113,131	0
5388|5388|37,48|21,30	0
5417|5417|176,179|19,28	1
5425|5425|101,109|123,131	0
5441|5441|0,9|12,20	1
5442|5442|22,43|7,21	1
5455|5455|278,294|209,218	0
5457|5457|55,67|187,195	0
5467|5467|83,98|107,113	0
5478|5478|152,165|177,185	1
5513|5513|150,169|21,27	1
5522|5522|17,27|60,67	1
5527|5527|0,2|56,65	1
5583|5583|0,15|141,147	1
5586|5586|0,15|32,36	1
5591|5591|65,77|49,64	1
5641|5641|31,33|53,59	0
5652|5652|47,57|24,30	0
5653|5653|0,3|137,142	0
5673|5673|34,46|140,149	0
5695|5695|63,66|14,21	1
5703|5703|24,29|88,97	1
5707|5707|0,3|24,30	0
5718|5718|119,122|42,46	0
5756|5756|0,10|21,28	1
5779|5779|22,43|48,56	0
5795|5795|98,112|2,12	0
5796|5796|14,17|127,140	0
5814|5814|91,94|118,126	0
5818|5818|36,39|96,105	0
5864|5864|169,183|130,141	1
5877|5877|45,47|34,42	0
5880|5880|122,143|107,121	0
5888|5888|37,59|28,34	1
5892|5892|31,44|20,28	1
5924|5924|87,108|58,66	0
5939|5939|0,8|27,36	1
5948|5948|42,45|22,31	0
5950|5950|34,37|47,56	0
5985|5985|35,37|128,139	1
5991|5991|0,13|43,50	1
6004|6004|31,42|21,30	1
6043|6043|86,97|141,150	0
6117|6117|0,8|9,18	1
6128|6128|93,115|4,9	0
6141|6141|87,90|106,114	0
6152|6152|56,69|44,55	1
6153|6153|119,130|11,17	0
6165|6165|37,55|75,83	0
6199|6199|50,70|103,112	1
6212|6212|27,36|48,56	0
6214|6214|61,74|51,60	1
6254|6254|0,2|23,29	1
6263|6263|51,53|10,19	0
6294|6294|41,52|16,34	1
6296|6296|64,67|36,45	1
6299|6299|60,63|154,158	0
6311|6311|189,194|117,125	0
6352|6352|63,74|59,62	1
6354|6354|150,161|142,149	1
6360|6360|110,122|24,32	0
6361|6361|67,73|57,63	0
6373|6373|45,47|31,37	1
6389|6389|75,90|102,109	1
6398|6398|62,81|88,95	1
6416|6416|19,22|45,55	1
6448|6448|0,8|12,18	0
6449|6449|0,8|18,27	1
6521|6521|220,234|201,219	1
6557|6557|124,135|114,123	1
6565|6565|96,99|127,136	0
6566|6566|30,51|18,29	1
6570|6570|33,48|22,27	0
6577|6577|33,55|19,25	1
6580|6580|105,116|95,104	1
6586|6586|46,60|36,45	1
6590|6590|0,14|53,59	0
6599|6599|95,116|80,94	1
6600|6600|96,107|87,95	1
6651|6651|96,111|66,71	1
6671|6671|51,65|41,50	1
6689|6689|22,43|7,21	1
6697|6697|55,58|49,54	0
6701|6701|62,70|14,23	0
6711|6711|46,49|128,135	1
6720|6720|46,62|39,45	1
6753|6753|46,61|70,76	1
6762|6762|215,230|177,186	0
6779|6779|66,88|104,110	1
6814|6814|74,77|46,53	0
6834|6834|0,2|62,67	1
6836|6836|47,62|40,44	0
6841|6841|211,220|177,185	1
6851|6851|10,12|35,44	1
6881|6881|0,10|74,87	1
6893|6893|3,5|182,186	0
6927|6927|161,169|22,30	1
6932|6932|30,44|95,99	0
6938|6938|235,248|225,234	1
6959|6959|26,40|17,25	1
6978|6978|82,94|54,62	0
6993|6993|0,2|42,47	1
7006|7006|79,101|160,168	0
7018|7018|108,116|18,32	0
7034|7034|9,11|55,64	1
7055|7055|9,16|131,140	0
7064|7064|192,202|227,249	1
7075|7075|27,30|85,91	0
7110|7110|61,76|81,90	1
7117|7117|101,116|90,100	1
7120|7120|62,65|52,59	1
7137|7137|103,114|92,99	0
7140|7140|7,9|68,86	1
7161|7161|193,206|220,228	1
7171|7171|66,79|54,65	1
7185|7185|0,2|12,21	1
7202|7202|60,71|120,129	1
7206|7206|74,95|62,73	1
7212|7212|86,99|78,85	0
7215|7215|0,8|97,105	1
7230|7230|82,85|97,104	1
7242|7242|62,74|56,61	1
7334|7334|47,62|36,41	0
7339|7339|87,92|156,161	1
7349|7349|23,38|107,116	0
7352|7352|157,168|209,217	0
7363|7363|10,26|0,9	1
7389|7389|66,78|115,123	0
7398|7398|78,81|206,223	0
7412|7412|17,30|146,154	0
7438|7438|31,44|12,28	1
7443|7443|293,304|283,292	1
7450|7450|16,30|7,15	1
7457|7457|0,5|85,91	0
7478|7478|3,5|89,95	0
7489|7489|0,5|44,52	0
7494|7494|125,138|163,171	1
7546|7546|213,216|144,148	1
7561|7561|78,86|105,114	1
7564|7564|180,201|7,16	0
7582|7582|15,36|169,178	0
7585|7585|135,145|112,118	0
7593|7593|51,53|229,235	0
7603|7603|14,30|0,13	1
7620|7620|65,68|0,6	0
7637|7637|0,16|105,113	0
7670|7670|42,49|154,160	0
7671|7671|94,115|5,13	1
7672|7672|0,21|99,107	0
7724|7724|53,56|80,92	0
7745|7745|8,11|67,76	0
7747|7747|137,148|173,181	1
7768|7768|50,53|173,180	0
7774|7774|42,50|24,34	0
7780|7780|0,15|79,84	0
7788|7788|162,177|151,156	0
7794|7794|8,10|83,90	0
7809|7809|99,113|38,47	1
7814|7814|66,77|121,130	1
7818|7818|1,3|36,45	0
7830|7830|97,107|289,298	1
7831|7831|0,20|90,96	0
7842|7842|25,40|14,24	1
7857|7857|175,189|170,174	0
7865|7865|0,16|48,61	1
7880|7880|66,86|191,199	0
7882|7882|113,127|21,30	0
7886|7886|96,114|80,95	1
7900|7900|125,138|90,99	0
7926|7926|70,83|61,69	1
7946|7946|10,12|73,85	1
7948|7948|183,196|143,152	1
7995|7995|193,206|149,158	0
8000|8000|17,30|8,16	1
8003|8003|0,8|212,221	0
8050|8050|0,3|102,109	1
8054|8054|188,208|173,187	1
8057|8057|54,66|48,53	1
8061|8061|29,44|76,82	1
8063|8063|161,179|53,62	1
8076|8076|0,14|30,52	1
8086|8086|25,43|16,24	1
8109|8109|29,43|157,166	0
8119|8119|43,46|72,78	1
8127|8127|160,168|68,78	0
8129|8129|28,40|21,27	1
8138|8138|36,39|87,94	1
8142|8142|135,148|126,134	1
8145|8145|18,32|8,17	1
8152|8152|0,2|24,33	1
8164|8164|62,76|112,121	1
8180|8180|0,5|48,52	0
8205|8205|114,118|79,87	1
8230|8230|32,45|20,31	1
8235|8235|0,13|46,53	0
8248|8248|0,9|17,26	1
8266|8266|0,8|23,32	1
8309|8309|115,127|110,114	1
8340|8340|216,232|202,215	1
8355|8355|12,15|16,24	0
8358|8358|144,163|166,172	0
8361|8361|27,38|18,26	1
8403|8403|0,2|14,21	1
8429|8429|37,48|33,36	1
8430|8430|0,6|62,70	1
8431|8431|78,100|73,77	1
8454|8454|0,12|127,133	0
8455|8455|44,60|14,27	1
8466|8466|3,9|99,105	0
8481|8481|7,29|49,55	1
8484|8484|0,3|81,90	0
8489|8489|55,67|45,54	1
8490|8490|21,38|7,20	1
8491|8491|31,46|26,30	1
8536|8536|41,55|4,8	0
8587|8587|26,29|98,105	1
8589|8589|21,38|7,20	1
8601|8601|0,7|70,77	1
8605|8605|214,217|90,96	0
8681|8681|8,22|0,7	1
8682|8682|0,8|170,179	1
8690|8690|193,196|46,53	0
8691|8691|3,16|53,61	1
8723|8723|130,151|179,188	0
8734|8734|44,58|156,165	1
8736|8736|71,82|62,70	1
8748|8748|0,3|73,82	0
8751|8751|0,2|40,49	0
8800|8800|54,69|97,109	0
8817|8817|65,77|55,64	1
8828|8828|12,26|114,137	0
8844|8844|41,56|30,40	1
8846|8846|86,97|42,50	0
8849|8849|116,119|162,168	0
8859|8859|43,49|187,212	1
8903|8903|94,98|14,28	1
8931|8931|28,33|22,27	1
8936|8936|16,29|39,48	1
8937|8937|0,7|10,24	1
8943|8943|133,147|108,116	0
8950|8950|163,166|123,129	1
8993|8993|110,113|59,68	1
8998|8998|152,165|115,124	0
9001|9001|0,5|166,172	0
9002|9002|0,7|144,153	0
9018|9018|145,159|85,94	0
9023|9023|7,30|105,109	0
9024|9024|0,12|90,99	1
9032|9032|19,32|9,18	1
9039|9039|18,31|8,17	1
9053|9053|18,31|8,17	1
9064|9064|0,2|68,76	0
9070|9070|61,75|55,60	1
9084|9084|15,17|86,95	0
9106|9106|77,89|107,115	0
9112|9112|18,22|36,47	1
9143|9143|162,177|157,161	0
9147|9147|23,36|14,22	1
9162|9162|22,25|100,112	0
9201|9201|18,32|65,71	1
9202|9202|94,97|0,6	1
9213|9213|31,44|65,73	1
9229|9229|9,24|4,8	1
9234|9234|71,74|116,124	0
9238|9238|0,6|33,39	1
9242|9242|42,61|15,21	0
9247|9247|5,20|0,4	1
9251|9251|59,67|27,36	1
9257|9257|278,294|313,319	0
9262|9262|35,44|57,65	0
9270|9270|38,47|4,12	1
9274|9274|85,95|18,27	0
9291|9291|38,60|283,290	0
9306|9306|62,85|112,118	1
9309|9309|67,79|63,66	1
9313|9313|3,8|33,37	0
9332|9332|0,8|152,176	0
9337|9337|6,9|45,55	1
9352|9352|32,43|18,31	1
9358|9358|60,75|49,59	1
9364|9364|121,124|136,142	0
9399|9399|18,32|102,111	0
9421|9421|50,57|4,8	1
9425|9425|0,20|21,29	1
9426|9426|78,100|12,21	0
9433|9433|198,201|104,127	0
9436|9436|30,45|20,29	1
9438|9438|59,61|100,106	0
9444|9444|77,91|18,24	1
9448|9448|0,12|80,86	1
9480|9480|9,24|4,8	1
9481|9481|181,192|171,180	1
9490|9490|161,174|152,160	1
9496|9496|141,146|130,135	0
9497|9497|120,129|60,65	1
9503|9503|15,26|6,14	1
9522|9522|21,38|7,20	1
9535|9535|14,30|4,13	1
9536|9536|15,36|91,95	0
9541|9541|0,14|19,27	1
9625|9625|221,243|186,195	0
9647|9647|31,41|17,30	1
9658|9658|74,80|142,147	0
9664|9664|18,21|108,117	0
9679|9679|69,72|88,96	0
9726|9726|21,29|96,105	0
9735|9735|159,174|31,40	0
9741|9741|55,60|147,160	1
9743|9743|16,27|56,64	0
9746|9746|0,4|108,117	0
9751|9751|79,102|125,134	0
9761|9761|22,43|7,21	1
9765|9765|19,24|91,97	0
9771|9771|57,62|20,29	0
9773|9773|38,59|26,37	1
9774|9774|5,14|17,29	1
9782|9782|26,39|17,25	1
9785|9785|183,201|174,182	1
9811|9811|15,18|69,77	0
9818|9818|139,153|92,101	0
9828|9828|0,8|20,26	0
9833|9833|128,131|37,43	0
9843|9843|56,69|47,55	1
9846|9846|32,40|7,16	0
9848|9848|115,130|23,32	1
9859|9859|280,283|38,47	0
9930|9930|0,5|183,189	0
9937|9937|45,59|35,44	1
9943|9943|66,81|90,96	1
9961|9961|3,6|96,102	1
9980|9980|66,86|134,140	0
9995|9995|151,163|179,188	1
10005|10005|23,25|122,129	1
10026|10026|108,121|77,84	0
10045|10045|179,190|205,214	1
10061|10061|53,70|39,52	1
10063|10063|88,107|114,120	1
10069|10069|17,31|7,16	1
10081|10081|30,45|151,160	0
10129|10129|80,94|108,115	1
10137|10137|113,123|104,112	1
10147|10147|17,27|169,178	1
10175|10175|0,12|98,107	1
10186|10186|0,2|41,49	1
10188|10188|42,44|21,28	1
10206|10206|0,2|39,48	0
10213|10213|0,14|46,48	1
10221|10221|65,80|89,95	1
10248|10248|74,85|15,28	1
10281|10281|176,179|134,142	0
10287|10287|13,15|38,46	0
10310|10310|0,14|21,30	1
10313|10313|68,71|83,88	0
10327|10327|18,20|137,141	0
10338|10338|0,5|39,46	0
10408|10408|10,12|24,30	1
10429|10429|4,7|134,142	0
10435|10435|41,43|180,187	0
10457|10457|140,154|195,213	1
10478|10478|0,2|107,114	0
10488|10488|79,81|9,23	1
10500|10500|4,6|106,115	0
10564|10564|29,43|10,28	1
10565|10565|68,82|49,67	1
10576|10576|13,16|52,66	0
10584|10584|0,7|23,30	1
10587|10587|14,23|5,13	1
10589|10589|84,100|112,118	1
10594|10594|13,21|41,50	1
10597|10597|6,18|0,5	1
10598|10598|19,22|80,86	1
10618|10618|36,42|108,114	0
10624|10624|21,23|96,102	1
10625|10625|23,41|14,22	1
10632|10632|250,259|216,224	1
10652|10652|61,70|97,106	1
10656|10656|43,59|33,42	1
10665|10665|7,18|22,31	0
10699|10699|89,102|79,88	1
10709|10709|0,17|33,46	1
10719|10719|79,102|65,71	1
10752|10752|42,52|2,11	1
10753|10753|104,116|97,103	1
10758|10758|15,29|103,111	0
10760|10760|46,61|10,19	0
10762|10762|72,75|119,127	0
10774|10774|87,89|32,50	1
10810|10810|46,49|59,68	0
10834|10834|40,42|22,34	1
10860|10860|20,31|10,19	1
10873|10873|3,16|28,36	1
10881|10881|80,83|26,35	0
10897|10897|9,15|19,27	0
10899|10899|184,197|135,144	0
10937|10937|0,6|10,16	0
10939|10939|36,50|70,76	1
10944|10944|77,98|62,76	1
10949|10949|29,32|33,43	0
10966|10966|68,71|32,38	1
10974|10974|0,11|18,27	1
10981|10981|141,153|24,39	0
11005|11005|0,8|82,91	1
11009|11009|63,66|37,43	0
11011|11011|32,35|139,147	1
11015|11015|18,32|8,17	1
11029|11029|266,275|126,135	1
11036|11036|34,36|77,86	1
11039|11039|55,63|145,154	1
11040|11040|40,56|72,85	1
11041|11041|0,7|42,50	1
11045|11045|47,49|112,130	0
11088|11088|3,5|47,53	0
11091|11091|51,53|8,16	0
11099|11099|0,14|69,77	1
11106|11106|49,60|45,48	1
11123|11123|0,7|8,16	1
11131|11131|137,147|45,56	0
11143|11143|86,93|41,53	0
11158|11158|0,7|112,121	0
11167|11167|26,38|179,188	0
11202|11202|0,5|305,311	1
11209|11209|3,5|35,41	0
11211|11211|45,55|24,30	0
11226|11226|0,7|22,27	1
11229|11229|188,191|192,200	0
11250|11250|86,89|135,143	1
11262|11262|137,148|192,201	1
11269|11269|19,21|53,58	0
11294|11294|55,60|182,189	0
11318|11318|11,24|3,10	1
11353|11353|63,78|50,55	0
11379|11379|72,75|29,39	0
11392|11392|0,2|49,58	0
11425|11425|125,143|28,36	0
11438|11438|173,186|140,148	0
11446|11446|7,29|38,42	0
11462|11462|43,46|91,100	0
11486|11486|18,21|85,95	0
11502|11502|137,158|35,43	0
11514|11514|0,3|4,10	1
11531|11531|11,24|3,10	1
11545|11545|23,36|14,22	1
11569|11569|3,6|94,100	1
11598|11598|34,37|52,61	0
11672|11672|34,48|28,33	1
11708|11708|0,13|33,39	1
11718|11718|113,124|141,150	1
11723|11723|58,68|89,97	0
11744|11744|171,186|160,165	0
11745|11745|128,141|38,48	1
11759|11759|136,155|125,135	1
11776|11776|103,113|129,137	1
11782|11782|183,201|85,93	0
11811|11811|64,74|57,63	1
11816|11816|0,8|26,32	0
11826|11826|9,24|29,38	1
11830|11830|32,45|20,31	1
11834|11834|54,69|46,53	1
11882|11882|75,78|242,248	1
11886|11886|42,50|63,72	0
11889|11889|135,153|158,168	1
11893|11893|0,5|147,155	1
11919|11919|142,147|3,11	0
11932|11932|11,30|64,78	0
11939|11939|0,5|14,23	1
11954|11954|0,8|41,49	1
11958|11958|35,38|161,168	0
11964|11964|68,77|137,146	0
11970|11970|74,77|35,44	1
11978|11978|27,29|12,23	1
11979|11979|4,6|24,30	1
11980|11980|0,16|36,49	1
11996|11996|0,10|129,137	0
12001|12001|0,3|188,193	0
12018|12018|152,165|135,151	1
12028|12028|0,8|13,22	1
12052|12052|107,111|165,181	0
12055|12055|88,107|81,87	1
12064|12064|53,74|38,52	1
12082|12082|31,34|35,43	0
12091|12091|58,67|45,55	1
