PMID	E1	E2	ClASS_LABEL	PROBABILITY	COS_SIM	GROUPS
16752	ramazan_bashardost	lawmaker	1.0	0.91785204	1.0|0.022516023|1.0|1.0	29|646|1035|2752
7995	douglas_flint	executive	0.0	0.63210356	1.0|0.13952094|0.13952094|0.6795242	30|1258|1293|1713
44570	his	secretary_of_state	0.0	3.4589037e-05	0.9999994|0.12747523	31|1894
53970	her	civil_engineer	0.0	0.5280842	0.99999994	32
84074	his	bodyguard	0.0	0.0045440537	0.9999999	33
5455	merce_cunningham	conductor	0.0	0.0045180507	1.0	34
55851	she	worker	1.0	0.18967393	1.0000001	35
97620	paul_watson	president	1.0	0.86676633	0.99999994|0.10934603|0.057416115	36|2716|3310
88226	robert_mcnair	governor	1.0	0.86676633	0.99999994|0.99999994|0.0360389	37|46|970
33706	laura_silsby	leader	1.0	0.91785204	1.0|0.058941938|0.1228644|1.0	38|1606|1682|1742
87969	his	soldier	1.0	0.090600796	0.99999994	39
45894	bellecourt	president	0.0	0.030806957	0.9999999|0.061078813	40|591
58265	deblanc	lt.	1.0	0.91785204	1.0|1.0	41|1280
45332	bill_mcallister	spokesman	1.0	0.91785204	1.0|0.026975209|0.026887257|1.0|0.078605756|0.1228644|1.0|1.0|0.03582059|0.03582059|0.026975209|1.0|1.0	42|814|921|950|1893|1938|2113|2243|2324|2446|2490|3146|3409
69849	kate_gosselin	journalist	0.0	0.093654975	1.0000001	43
103177	al_hubbard	director	1.0	0.86676633	0.99999994|0.078605756|0.036038898|0.078605756|1.0	44|880|1246|2099|2650
68740	elizondo	detective	0.0	0.9955722	0.99999994	45
83224	robert_mcnair	governor	1.0	0.86676633	0.99999994|0.99999994|0.0360389	37|46|970
78834	mamoor_khan	doctor	0.0	0.0016597608	0.99999994	47
28329	abdul_aziz	leader	1.0	0.8452451	0.9999998|0.1228644	48|953
82326	he	minister	1.0	0.19183873	0.9999999|0.16063435|0.0871461|0.05090861|0.04444345|0.05090861|0.05495118|0.24585222	49|1242|1337|1857|2180|2340|2824|3410
14417	sheila_dixon	mayor	0.0	0.8884946	0.9999998|0.09545913|0.014192757|0.044170644|0.014192757|0.014192757|0.014192757|0.014192757|0.12580839|0.014192757	50|370|540|822|828|1367|1847|1922|3247|3593
102815	he	black_representatives	1.0	0.021057252	0.99999976	51
97053	mahmood_shah	head_of_government_security	1.0	0.97122914	1.0	52
61260	kerry	senator	0.0	6.077501e-05	0.9999997	53
13681	pekar	writer	1.0	0.6377985	1.0	54
92066	he	sergeant	0.0	0.66114134	1.0	55
44421	his	president	1.0	0.48954448	1.0000005|0.17043264|0.064835556|0.15153377|0.045449633|0.1279219|0.11138366|0.11753321|0.09078838|0.12830552|0.048395205|0.06903319|0.027993396|0.0472022|0.102361776|0.09198965|0.18233131|0.073388875|0.082344726|0.044956934|0.09328206|0.0623974	56|93|197|439|445|476|1303|1423|1596|1659|1809|1876|1992|2039|2392|2554|2659|2780|2987|3312|3393|3625
26035	her	lawyer	0.0	0.040282328	1.0000004|0.078718364|0.09765066|0.09672091	57|1677|2450|3068
42149	he	cowboy	0.0	0.009469652	1.0000004|1.0000004	58|1508
50519	he	commander	1.0	0.91716456	0.024495719|1.0	2|59
28380	he	diplomat	1.0	0.99964476	1.0|0.0187914|0.10882359	60|1206|1509
24158	he	president	1.0	0.998109	1.0|0.020767387|0.05869167|0.054385897|0.039496113|0.101858124|0.052780777|0.06025859|0.0904554|0.096953765|0.04602875|0.04362982|0.059489947|0.025372613|0.073200695|0.07599603|0.031747878|0.092586555|0.0794408|0.044493828|0.041889586|0.03919967|0.09413811|0.085731246	61|306|460|555|619|642|706|1192|1762|1764|1793|2267|2442|2612|2623|2730|2849|3089|3178|3203|3298|3421|3467|3558
85613	ali_larijani	deputy	0.0	0.96356577	1.0	62
25251	nir_rosen	journalist	1.0	0.91785204	1.0|1.0|1.0|0.04880748|1.0|0.04650104|1.0|1.0|0.04880748|0.078605756	63|900|994|1304|1501|2784|2925|2964|3295|3476
65710	he	governor	1.0	0.0017204179	0.1487101|0.99999976|0.14865907|0.23410763|0.05738432	4|64|401|1226|1265
89646	scheider	captain	0.0	2.9242668e-07	0.99999976	65
71785	peterson	composer	1.0	0.015382867	1.0000001|1.0000001	66|419
10063	abdul_aziz_al-hakim	leader	1.0	0.73876685	1.0|0.0485438|0.058941938	67|2953|3344
9658	fignon	model	0.0	0.016744446	0.99999994	68
18749	ali_akbar_khan	composer	1.0	0.5409581	0.99999976	69
81074	steve_mcpherson	publicist	0.0	4.424827e-05	1.0000001	70
13319	marshall	editor	0.0	0.10723521	0.99999976	71
102081	boxer	senator	0.0	0.2376991	1.0000002	72
34485	she	supervisor	0.0	0.017240161	1.0|0.096117094|0.25602534	73|322|3609
41409	sean_parker	entrepreneur	1.0	0.18583001	1.0000001	74
63558	dee_dee_myers	writer	0.0	0.3094037	1.0|0.053024802	75|2150
106136	cathleen_p._black	executive	1.0	0.6033442	0.99999917|0.038532723|0.008631869|0.038532723|0.038532723|0.038532723|0.008631869|0.038532723|0.7862953	76|363|450|1218|1843|1941|2320|2451|3518
12702	hwang	tutor	0.0	0.9956316	1.0000002	77
94423	sills	general_director	0.0	0.98784375	1.0000001|0.07655426	78|1057
63497	jane_bolin	judge	1.0	0.98291355	1.0000002|0.055697545|0.064947|0.13586287	79|199|2133|3632
33230	him	doctor	0.0	0.5409581	0.99999976|0.99999976|0.114286|0.23907009|0.2893827	80|2119|2617|3127|3278
97370	his	guide	0.0	0.034805216	0.99999994|0.10923109	81|3513
42685	ali_akbar_salehi	vice_president	1.0	0.91785204	1.0|1.0|1.0	82|1151|3314
87762	sean_parker	general	0.0	0.63661	0.99999994	83
5242	stuart_rose	retailer	0.0	0.00033485173	0.9999998|0.09412248|0.3857109|0.07008072|0.15858842	84|111|180|669|2476
69099	he	mayor	0.0	0.004417183	0.9999998|0.05767338|0.03720315|0.049513385	85|1618|2906|3285
104259	his	deputy	0.0	0.0004321756	1.0000001|0.6809441	86|283
98819	simon_cow	judge	1.0	0.99303764	0.9999999	87
25203	terry_jupp	coroner	0.0	0.035822466	1.0000001	88
58814	mohamed_elbaradei	lawyer	1.0	0.73876685	0.9999999	89
19984	alexander_m._haig_jr.	archivist	0.0	0.00040954442	1.0000002	90
95263	her	psychiatrist	0.0	0.19551317	1.0000001	91
10699	keli_mcgregor	president	1.0	0.91785204	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.03249639|1.0	92|535|707|1346|1791|2054|2208|2257|2778|3120|3441
82183	his	president	0.0	4.4460648e-07	0.17043264|0.99999994|0.04706888|0.11919779|0.17509852|0.25103387|0.22590624|0.07879063|0.12938277|0.18570063|0.1467712|0.082410306|0.06226403|0.031725947|0.0561867|0.058895927|0.13989449|0.055166706|0.07801523|0.03151515|0.0890186|0.09340604	56|93|197|439|445|476|1303|1423|1596|1659|1809|1876|1992|2039|2392|2554|2659|2780|2987|3312|3393|3625
12329	girija_prasad_koirala	prime_minister	1.0	0.91785204	1.0|1.0|1.0|0.021599105|1.0|1.0|0.060319|1.0|1.0|1.0|0.1228644|1.0|0.012465847|1.0|0.06738671|0.060319|1.0|1.0	94|362|379|404|484|664|1126|1180|1701|1822|2329|2386|2425|2736|3133|3168|3192|3235
45407	buse	director	1.0	0.99620855	1.0000002|0.068400286	95|1307
67594	millender-mcdonald	congresswoman	0.0	0.00047924308	1.0	96
46082	chris_simcox	congressman	0.0	0.0112891495	1.0	97
26122	her	president	1.0	0.30950296	0.9999999|0.10001183|0.14549237	98|553|1957
37892	he	reporter	0.0	0.00035655263	1.0000001|0.0488092|0.029778112|0.039852187|0.026536135|0.041851174|0.06853828|0.13263334	99|421|1088|1185|1239|2502|3504|3535
93467	chen_zhu	general	1.0	0.0030357938	0.99999994	100
25798	he	coroner	0.0	0.04994771	0.9999998	101
36841	her	teacher	1.0	0.87925166	1.0	102
95963	george_young	coach	0.0	0.066278376	1.0000001|0.068256035	103|2680
79873	he	chairman	1.0	0.93630236	1.0000002|0.058784932|0.07916744|0.07032978|0.087183714|0.04651227|0.06252938|0.08171636|0.14226891|0.029241659	104|202|543|763|960|1063|1600|3141|3264|3463
9846	anderson	spokesman	0.0	0.015934289	0.9999999	105
64651	carolyn_goodman	clinical_psychologist	1.0	0.99317765	1.0	106
75938	knoxville	executive_producer	1.0	0.9954229	0.99999994	107
32857	chen_tao	captain	1.0	0.91785204	1.0|1.0|1.0	108|807|2501
76647	julian_bond	chairman	1.0	0.91785204	1.0|0.058941938|1.0|1.0|1.0|1.0|1.0|0.0344625|1.0|1.0|1.0|0.013183643	109|157|1181|1453|1544|1660|1989|2323|2996|3006|3292|3505
88215	jefferson_j._deblanc_sr.	pilot	1.0	0.49205682	0.99999994	110
20597	stuart_rose	retailer	0.0	0.7339242	0.09412248|0.99999976|0.05736835|0.031003755|0.114157036	84|111|180|669|2476
69610	ali_larijani	minister	0.0	5.6801315e-07	1.0000001	112
82859	farrow	judge	0.0	0.0034304094	1.0	113
51078	cathie_black	president	1.0	0.86676633	0.99999994|0.99999994	114|281
67407	pascal_yoadimnadji	prime_minister	1.0	0.91785204	1.0|1.0|1.0|1.0|0.058941938	115|673|1491|2453|3445
49454	she	lawyer	0.0	0.045060113	0.99999964|0.19121362|0.085874535|0.21569455	116|1635|1862|3045
104698	george_young	governor	0.0	0.0052589937	1.0	117
83095	christopher_bentley	spokesman	1.0	0.86676633	0.99999994|0.99999994|0.99999994|0.078605756|0.41036698|0.31171918	118|681|1029|1608|2976|3603
52043	bob_dillinger	secretary	1.0	0.04800552	1.0000001	119
7438	douglas_flint	finance_director	1.0	0.8452451	0.9999998|0.1228644|0.1228644|0.1228644|0.1228644	120|1198|1301|2100|2565
47958	he	minister_sultan	1.0	0.99117154	0.9999996|0.9999996|0.99999976	121|924|2757
102873	sean_parker	pop_star	0.0	0.27034983	1.0|1.0|0.13082069|1.0	122|560|906|1379
87741	li_jie	chairman	1.0	0.11410335	1.0	123
42923	richard_perle	chairman	1.0	0.86676633	0.99999994|0.053902455|0.053902455	124|3092|3362
81041	he	sheriff	0.0	2.7343185e-07	1.0000001|0.05739368	125|1553
63069	cathleen_p._black	president	1.0	0.86676633	0.99999994|0.078605756|1.0	126|253|3360
105943	him	author	1.0	0.9814641	0.99999994	127
102813	she	chairman	0.0	0.0076462296	0.9999999	128
70317	steve_mcpherson	president_of_entertainment	1.0	0.93099576	0.9999999|0.046197746	129|3152
44554	she	co-chairwoman	1.0	0.996698	1.0	130
96	goldstein	drummer	0.0	0.045572545	1.0|0.13432136	131|3084
91889	frankie_delgado	producer	1.0	0.9768912	1.0	132
8682	mcgregor	president	1.0	0.8192586	1.0000007|0.08013514|0.029676164	133|211|1850
99141	richard_lindzen	professor_of_atmospheric_sciences	1.0	0.86676633	1.0	134
88332	li_jie	researcher	1.0	0.91785204	0.99999994	135
55136	carson	congressman	0.0	0.00050415186	1.0	136
21081	hewitt	president	0.0	0.6052806	1.0000001	137
40912	juliette_binoche	babysitter	0.0	0.83883166	0.9999999	138
92965	his	lawyer	1.0	0.00060981855	1.0|0.2724574|0.059783768	139|561|2880
48872	cathleen_p._black	chancellor	0.0	0.100244366	1.0000001|0.19205366|0.07254139|0.100076385|0.12861699|0.1461868|0.13710739|0.07254139|0.07901286|0.1502145|0.1130262|0.12947199	140|406|1079|1338|2210|2684|2793|2879|2913|3231|3372|3644
43913	frankie_delgado	star	0.0	0.01712586	0.99999976|0.16335009	141|1864
7603	merce_cunningham	choreographer	1.0	0.91785204	1.0|0.032583553|0.058941938|1.0|0.038172565|0.032986205|1.0|0.045943946|0.058941938|1.0	142|530|637|962|1740|2107|2134|2489|2933|3405
60402	britney_spears	dj	0.0	0.0024057247	1.0	143
2234	girija_prasad_koirala	minister	1.0	0.0011147201	1.0000002|0.08710353	144|3300
19313	ramazan_bashardost	campaigner	1.0	0.91785204	1.0|1.0	145|3004
15456	he	singer	0.0	0.000106022984	1.0000001|0.14837344|0.1187221|0.034025524|0.07995155	146|2029|2542|3031|3604
1275	mcgregor	star	0.0	0.00018212541	0.99999994	147
91338	teddy_kollek	mayor	1.0	0.91785204	0.043550923|1.0|1.0|0.02412303|1.0|0.058941938|1.0	11|148|510|737|2570|2841|3284
12142	he	sports_editor	1.0	0.86351013	1.0000002	149
22563	maria_kaczynska	president	0.0	9.3865447e-07	0.99999964|0.21543278|0.2161436|0.51337194|0.50366706	150|340|2019|2527|2536
77613	mahdi	imam	1.0	0.91785204	1.0|1.0|0.024430152|1.0|1.0|1.0|1.0	151|1699|2551|2630|3169|3424|3573
15539	his	guitarist	0.0	0.117685825	0.99999964|0.081802465|0.08180246	152|1094|2724
65384	ali_larijani	speaker	1.0	0.99810815	0.99999994|0.022012562|0.022012562|0.022012562	153|739|1810|2286
36405	mark_fisher	director	0.0	0.02975492	1.0000002|0.0737926|0.074396886	154|1705|2533
84612	john_dewey	historian	0.0	0.0072207116	0.99999994	155
71700	lindzen	singer	0.0	0.9639736	1.0	156
63940	julian_bond	chairman	1.0	0.73876685	0.058941938|1.0|0.058941938|0.058941938|0.058941938|0.058941938|0.058941938|0.19782257|0.058941938|0.058941938|0.058941938|0.06527134	109|157|1181|1453|1544|1660|1989|2323|2996|3006|3292|3505
14947	paul_gray	guide	0.0	1.1773967e-06	0.9999999	158
76582	chavez	president	0.0	4.0489604e-07	1.0000005|0.17752565|0.39749715|0.32033515|0.07806401	159|414|870|1658|2037
24480	richard_gage	architect	1.0	0.91785204	1.0|0.018259872	160|1971
14698	douglas_flint	director	1.0	0.91785204	1.0|1.0|1.0|1.0|1.0|1.0|0.1228644|1.0|1.0|1.0|1.0	161|418|477|662|1599|1617|2420|2485|2878|3354|3566
32318	he	deputy_director	0.0	0.2801046	1.0000004|0.7186628	162|1096
99408	her	former_playboy_bunny	1.0	0.068550095	1.0000001	163
45080	justin_theroux	director	0.0	0.26155683	0.9999998|0.05022904	164|999
69443	robert_m._morgenthau	attorney	0.0	0.067995176	1.0000001	165
14185	he	attorney_general	0.0	0.0013737666	0.9999997|0.12966187|0.070477456|0.10652793	166|1517|1706|2640
92039	he	attorney	0.0	5.088335e-06	1.0000001|0.05791042|0.04218108|0.043012466|0.18583049	167|752|1557|1751|3342
22233	his	actor	0.0	0.042329732	1.0000002|0.04526276|0.055058856	168|947|3349
74719	chris_dodd	senator	1.0	0.03295186	0.9999998|0.039706264|0.07492742	169|1144|1767
7880	mikel_karrera_sarobe	minister	0.0	0.00071581	0.99999976|0.99999976	170|3434
76220	bryan_baldwin	operator	0.0	0.0001494825	1.0000001	171
84802	farland	officer	1.0	0.017954318	0.9999999	172
40893	donald_e._wildmon	minister	0.0	0.91785204	0.99999994	173
58414	gillmor	rep.	1.0	0.99749255	0.99999994	174
10188	he	trainer	1.0	0.060995802	0.9999999|0.29735774|0.13563076	175|617|1197
70645	morgenthau	shooter	0.0	8.22617e-08	1.0000001	176
97	cunningham	composer	0.0	0.041648805	0.9999997|0.15457094	177|1359
34527	he	research_scientist	1.0	0.9998047	0.9999998	178
64269	jefferson_j._deblanc	col.	1.0	0.9913162	0.99999994	179
8846	stuart_rose	retailer	0.0	0.23698346	0.3857109|0.05736835|1.0|0.16565005|0.10830948	84|111|180|669|2476
71818	abbas_moussawi	commander	0.0	0.057018276	1.0000001	181
18298	his	commander	0.0	0.5409581	0.99999976|0.27076545	182|1441
95850	chris_bentley	attorney_general	1.0	0.91785204	1.0|1.0|1.0|1.0	183|576|1362|2674
69781	julian_bond	king	0.0	0.12646814	1.0000001	184
97949	hector_elizondo	actor	1.0	0.91785204	1.0|1.0|1.0	14|185|1134
35638	ahmed_rashid	author	1.0	0.91785204	1.0|0.058941938|0.027652454|0.018233398|0.028636824|0.018233398|0.026345186|0.022735145|0.034644887|1.0|1.0	186|1178|1507|1900|2246|3039|3117|3243|3383|3385|3562
47401	his	leader	0.0	0.109559715	1.0|0.096442014|0.038815867|0.062319126|0.053609256|0.03422383|0.07153538|0.060947664|0.083256856|0.05916557|0.035190616|0.06304086	187|1023|1363|1504|1584|1704|2072|2123|2203|2461|3149|3244
56164	bryan_baldwin	spokesman	1.0	0.91785204	1.0|0.026975209|1.0|1.0|1.0|1.0|1.0|1.0|0.026975209|0.060319|1.0|1.0|0.027978426|1.0	188|276|693|1049|1498|1532|1611|2016|2864|2896|3109|3277|3540|3606
83857	george_young	lawmaker	0.0	8.6048004e-07	1.0000002|0.03787622|0.037366137|0.037366137	189|489|3057|3536
72356	barbara_boxer	consultant	0.0	0.59579736	1.0000001	190
67274	gholam_ali_haddad_adel	lawmaker	1.0	0.91785204	1.0|0.026975209|1.0	191|929|2604
4098	ginzburg	director	0.0	5.9009908e-05	0.99999976|0.6914672	192|1182
13695	girija_prasad_koirala	party_leader	1.0	0.03885464	1.0|1.0	193|2572
37241	charles_ble_goude	leader	1.0	0.2291738	1.0000001|0.14002581	194|1114
49737	carolyn_maloney	lawmaker	1.0	0.91785204	0.99999994	195
84304	cowell	judge	0.0	0.000100805664	1.0000004|0.17319404	196|2852
62479	his	president	0.0	0.29775444	0.064835556|0.04706888|0.9999997|0.1335119|0.016888125|0.07066787|0.07419962|0.0678525|0.107882716|0.020074707|0.09557631|0.1314243|0.12790544|0.064056925|0.042271957|0.02081203|0.059903454|0.0514581|0.0448853|0.12481236|0.08235259|0.0630213	56|93|197|439|445|476|1303|1423|1596|1659|1809|1876|1992|2039|2392|2554|2659|2780|2987|3312|3393|3625
34061	she	prosecutor	0.0	3.6252808e-05	0.08952533|0.99999934	24|198
79331	jane_bolin	judge	1.0	0.99315757	0.055697545|0.99999994|0.04661037|0.042168126	79|199|2133|3632
100191	johnny_knoxville	actor	1.0	0.91785204	1.0|0.03524144	200|1844
20638	girija_prasad_koirala	king	0.0	0.27774617	1.0000004|0.32024357	201|731
77036	he	chairman	1.0	0.99712014	0.058784932|0.9999999|0.06893329|0.034220785|0.19017108|0.08011566|0.05907015|0.028125048|0.033908136|0.10971132	104|202|543|763|960|1063|1600|3141|3264|3463
80941	hu_sheng-cheng	chairman	1.0	0.91785204	1.0|0.078605756|0.03939657	203|1554|3051
88831	al_hubbard	chief_economic_adviser	1.0	0.94710743	0.99999994	204
26518	ahmed_rashid	analyst	1.0	0.9541172	1.0|0.24109808	205|307
29274	youssoufou_bamba	general	0.0	9.637234e-08	0.99999994	206
86846	ellen_pompeo	record_producer	0.0	0.8685911	1.0|0.101680145	207|583
8355	his	bachelor	0.0	0.16574964	1.0|0.1451359	208|2839
58182	his	barber	1.0	1.6702696e-05	0.99999964|0.15531838	209|1805
64037	danny_glover	actor	1.0	0.9697837	0.99999994|0.027811822|0.027811822|0.027811822|0.027811822|0.027811822	210|412|589|867|1435|3451
5939	mcgregor	president	1.0	0.9602883	0.08013514|0.9999999|0.080086306	133|211|1850
76649	george_young	pastor	1.0	0.86676633	1.0	212
71497	george_roy_hill	director	1.0	0.91785204	0.99999994	213
17927	he	theologian	1.0	0.42887455	1.0	214
63738	danny_glover	musician	0.0	0.15651903	0.99999994	215
13732	her	lady	1.0	0.0043601603	1.0000001|0.32278964|1.0000004	216|483|1417
5818	his	superstar	0.0	0.0031734433	0.9999999	217
76832	her	chairman	0.0	0.7225554	0.99999994	218
18893	his	composer	0.0	0.00065361615	0.9999999	219
9106	marc_bolland	retailer	0.0	0.037140585	1.0000001|0.10435474|0.13410604	220|740|3346
27136	she	recruiter	1.0	0.00448818	0.99999994	221
99911	barbara_boxer	chairman	0.0	0.026874632	1.0000006|0.024937958|0.022990007	222|577|3491
40826	marcel_ospel	chairman	1.0	0.791828	1.0000002|0.02412303|0.44723856|0.02412303|0.06165942|0.02412303|0.038035244|0.02412303|0.02412303|0.02412303|0.22700624|0.02005635|0.08679737|0.02005635|0.02412303|0.05746714	223|347|383|1448|1474|1686|1800|1903|2046|2486|2498|2804|3054|3265|3317|3598
33017	ble_goude	minister	1.0	0.9466915	1.0000004|0.07931034	224|2816
68050	melanie_fiona	singer/songwriter	1.0	0.91785204	1.0|0.018795924	225|1522
5796	his	stage_manager	0.0	0.9764484	0.99999994	226
46925	al_hubbard	president	0.0	8.1332297e-07	0.9999996|0.20577285|0.11594202|0.21500553|0.15052728	227|1373|1514|1563|3438
32587	she	doctor	0.0	0.008648371	1.0000004|0.14481619	228|2828
65064	he	lawyer	0.0	0.029376771	0.07468026|1.0000001|0.0541763|0.04158165	17|229|3065|3615
89492	ospel	chairman	1.0	0.91785204	1.0|1.0|0.055831|0.058941938	230|1115|1288|2788
46821	george_roy_hill	photojournalist	0.0	0.0066387854	0.9999999	231
26051	assaf_ramon	pilot	1.0	0.041486576	1.0000002|0.08350494|1.0000002|0.08350494|0.07678492	232|243|1328|2537|2921
38738	he	leader	0.0	0.013519182	1.0000007|0.069922276|0.1788186|0.08263988|0.029845595|0.10105406|0.045773275	233|292|354|1017|1156|1639|1949
75179	he	imam	0.0	0.011593001	0.9999999	234
82021	george_young	prime_minister	0.0	0.77669513	1.0	235
74444	raul_castro	doctor	0.0	0.9905336	0.9999999	236
75419	robert_m._morgenthau	district_attorney	0.0	0.91785204	1.0|0.0512555|0.03705384|0.1228644|0.1228644|0.028541662|0.036519542	237|800|1797|2144|2577|2978|3218
81603	paul_kim	senator	0.0	0.058382295	1.0	238
86822	ospel	chief_executive	1.0	0.9590811	0.9999998|0.9999998	239|435
96968	ahmad_qattan	king	0.0	0.00027321716	0.99999994|0.43194336|0.3752494	240|2889|2968
94295	brad_washburn	director	0.0	0.89369375	0.99999994	241
13056	maria_kaczynska	first	1.0	0.6372335	1.0000001|1.0000001|1.0000001|1.0000001|0.29842606|1.0000001|0.27931887|1.0000001|0.27931887|1.0000001	242|1093|1320|1741|1963|2292|2649|2673|3164|3499
31366	assaf_ramon	pilot	1.0	0.96054363	0.08350494|1.0000001|0.08350494|1.0000001|0.33547607	232|243|1328|2537|2921
40091	his	manager	1.0	0.7277737	1.0|0.06537788	244|2478
76883	lee_jye	minister	1.0	0.91785204	1.0|0.031077264|1.0|1.0|0.031077264|0.025445793|0.031077264|1.0|1.0|0.031077264|1.0	245|618|741|1024|1756|2767|2827|3017|3242|3587|3636
33778	amanda_knox	magistrate	0.0	0.3118704	1.0000001	246
58432	his	judge	0.0	0.41416013	0.99999976|0.025065202	247|2390
3176	clifton	writer	0.0	0.53051716	0.99999994	248
56418	hussein_kamel	president	0.0	0.464781	1.0000001	249
66122	she	engineer	0.0	0.53562903	1.0	250
70859	richard_lindzen	professor	1.0	0.91785204	0.078605756|1.0|1.0|1.0|1.0	8|251|1111|1818|2032
83300	gary_kirchner	coroner	1.0	0.8452451	0.9999999	252
58632	cathleen_p._black	president	1.0	0.91785204	0.078605756|1.0|0.078605756	126|253|3360
7546	her	star	1.0	0.011544451	0.14816882|0.99999976|0.0895517|0.19048639|0.17508128|0.10830821|0.10951958	22|254|1007|1296|2343|2605|3289
100803	frank_deblanc	rev.	0.0	0.008200143	1.0	255
16476	his	prime_minister	0.0	0.00061253295	0.9999997|0.118091114	256|1105
12396	he	manager	1.0	0.19579032	0.9999996|0.033815343	257|1157
103842	mia_farrow	actress	1.0	0.15285625	1.0000004|0.014918537|0.014918537|0.014918537|0.014918537|0.015196368|0.024542077|0.08360013|0.0631877|0.014918537|0.014918537|0.033703946	258|848|914|1350|2148|2493|2543|2575|2753|2866|3313|3529
26631	alan	social_worker	1.0	0.98331386	1.0	259
99185	molly_malaney	bachelorette	0.0	0.13080174	0.99999994	260
105826	john_dewey	teacher	0.0	0.04240689	1.0000001|0.19604632	261|1248
97570	mcnair	author	0.0	6.2714804e-05	0.99999976|0.99999976|0.99999976|0.99999976	262|616|2552|2857
35749	gonzalez	attorney	1.0	0.97615606	1.0|0.10007822|0.0776838|1.0|0.10007822	263|1749|3105|3382|3461
4152	mohammed_sayyed_tantawi	patriarch	0.0	0.0010824915	1.0000001	264
2920	his	professor	1.0	0.6475349	0.9999996|0.071155064|0.052942906|0.061125804	265|1906|2120|3225
74301	bryan_fuller	director/producer	1.0	0.15651903	0.99999994	266
21435	patricia_neal	scientist	0.0	0.0013883752	1.0	267
80987	gholam_ali_haddad_adel	ex-parliament	1.0	0.9457802	1.0	268
33699	mark_fisher	executive	1.0	0.91785204	1.0|0.031908944	269|687
29441	youssoufou_bamba	secretary	0.0	1.3495541e-07	1.0000004	270
44228	mahmood_shah	analyst	1.0	0.007030196	1.0000001|0.08941868|0.23068155|0.14609006	271|534|1877|3608
