PMID	E1	E2	ClASS_LABEL	PROBABILITY	COS_SIM	GROUPS
8776728	10728	3308	0.0	0.62975043	1.0000001|0.55882984|0.4296637	29|1043|1257
10950949	2263	2263	1.0	0.07846161	0.9999998|0.769706|0.3468671|0.3468671|0.12962668|0.13602896|0.13799085|0.12412796|0.50511837|0.50511837|0.28042236|0.25605625|0.18360354|0.17004025|0.20523745|0.1940878|0.120615736|0.13862325|0.2213199|0.24228255	30|31|234|235|1196|1197|1238|1239|1250|1251|1696|1697|1764|1765|2168|2169|2212|2213|2232|2233
10950949	2263	2263	1.0	0.0722025	0.769706|0.99999964|0.41819158|0.41819158|0.16075443|0.17037344|0.2077248|0.20748726|0.57079196|0.57079196|0.30828264|0.2989095|0.23612532|0.23911516|0.26980835|0.27253854|0.16078188|0.15413515|0.25815678|0.2641971	30|31|234|235|1196|1197|1238|1239|1250|1251|1696|1697|1764|1765|2168|2169|2212|2213|2232|2233
9252374	7066	7066	0.0	0.87933415	0.9999998|0.8432208|0.30614424|0.296201|0.28150162|0.26245832|0.28883612|0.30685526	32|33|756|757|762|763|976|977
9252374	7066	7066	0.0	0.8213413	0.8432208|0.9999999|0.36852604|0.342869|0.27184546|0.22769776|0.30294874|0.2987499	32|33|756|757|762|763|976|977
8242751	1017	1026	0.0	0.74321467	1.0000001	34
8242751	1026	1017	0.0	0.74321467	1.0000001	35
7744001	3572	3570	1.0	0.017009115	0.9999998|0.28920916|0.44629118|0.27782565	36|1358|1410|2358
7744001	3570	3572	1.0	0.017009115	0.9999998|0.21730787|0.4371368|0.27782565	37|1359|1411|2359
8568233	100	1803	1.0	0.99996424	0.3804985|1.0000001|0.55578035|0.21259525|0.35452944|0.13538726|0.23215048|0.5634793|0.13538726|0.2551481|0.24869686|0.06985508|0.177085|0.19527198|0.2689808|0.21304046|0.30528283|0.06985508|0.38907722|0.21612655|0.44306138|0.17059228	4|38|72|150|258|264|364|418|516|588|592|674|728|818|1002|1018|1030|1330|1980|2130|2292|2374
8568233	1803	100	1.0	0.999954	0.3266124|1.0000001|0.5362244|0.19540507|0.3405532|0.06454099|0.18845475|0.54612654|0.06454099|0.27564633|0.23730111|0.1656125|0.1492092|0.19331495|0.2705165|0.17635964|0.3435268|0.1656125|0.2808094|0.20397823|0.44955963|0.17423864	5|39|73|151|259|265|365|419|517|589|593|675|729|819|1003|1019|1031|1331|1981|2131|2293|2375
11801754	5265	7124	0.0	0.18601581	1.0000001|0.28347698|0.31237882|0.86962014|0.86084723|0.80433|0.19083232|0.28347698|0.38310966	40|416|534|934|1010|1248|2010|2058|2160
11801754	7124	5265	0.0	0.18601581	1.0000001|0.30369985|0.3131686|0.88697743|0.8910244|0.8237314|0.13274631|0.30369985|0.35746863	41|417|535|935|1011|1249|2011|2059|2161
8910398	16153	20848	1.0	0.99977845	0.99999994|0.35621196|0.5134572	42|982|1382
8910398	20848	16153	1.0	0.99974495	1.0|0.36364397|0.47317898	43|983|1383
8910398	20848	20850	1.0	0.599735	1.0|0.6927836	44|1132
8910398	20850	20848	1.0	0.5648781	1.0000001|0.66994524	45|1133
7809597	32762	40134	1.0	0.49271077	1.0|1.0|0.059767175|0.078985505|1.0|0.24928762|1.0|1.0	8|46|68|339|618|1648|1966|2448
7809597	40134	32762	1.0	0.49132317	1.0|1.0|0.06569065|0.08201252|1.0|0.2726613|1.0|1.0	9|47|69|338|619|1649|1967|2449
8824290	3643	3667	1.0	0.9753469	1.0000002|0.54234064|0.50597095|0.1477135|0.48897195|0.6015442|0.183509|0.5363809|0.3374857|0.4981738|0.34418324|0.5874739|0.6671517|0.51520556|0.31137356|0.31467298|0.3232322|0.54234064	48|108|152|240|268|280|684|688|918|1064|1168|1406|1498|1645|1678|1830|1908|1936
8824290	3667	3643	1.0	0.9753469	1.0000002|0.57871884|0.50597095|0.123865366|0.48140872|0.6015442|0.183509|0.5222571|0.29174078|0.4981738|0.3167623|0.5874739|0.6757945|0.51520556|0.30062044|0.31467298|0.30736646|0.57871884	49|109|153|241|269|281|685|689|919|1065|1169|1407|1499|1644|1679|1831|1909|1937
8910398	16153	20846	1.0	0.99824107	1.0000001|0.41307175|0.4705523	50|1508|1674
8910398	20846	16153	1.0	0.99824107	1.0000001|0.37794244|0.4403775	51|1509|1675
7559507	3480	3667	1.0	0.9998777	0.9999998|0.58754015|0.9215118|0.69508535|0.5246492|0.75346625	52|390|910|1586|1832|1920
7559507	3667	3480	1.0	0.99990916	1.0000002|0.56449467|0.9301772|0.6873336|0.5161115|0.7437892	53|391|911|1587|1833|1921
9160889	16476	14283	1.0	0.9557932	1.0000004|0.23547955|0.48220587	54|100|1260
9160889	14283	16476	1.0	0.95621485	1.0000002|0.23570497|0.48105007	55|101|1261
11815670	596	644914	0.0	0.024911715	1.0	56
11815670	644914	596	0.0	0.035152245	1.0	57
8491186	3667	6464	1.0	0.49271077	1.0|1.0|0.17885573|1.0|1.0|0.6876862	16|58|536|1402|1536|1732
8491186	6464	3667	1.0	0.49132317	1.0|1.0|0.16400969|1.0|1.0|0.71720386	17|59|537|1403|1537|1733
10208590	5663	338412	0.0	0.49271077	1.0|0.22813554	60|2044
10208590	338412	5663	0.0	0.49132317	1.0|0.23362084	61|2045
9312147	627	4915	0.0	0.0013204468	1.0|0.32100713|0.4931124	62|1692|1702
9312147	4915	627	0.0	0.0011434763	1.0000001|0.2815307|0.4783969	63|1693|1703
8242750	1033	1033	0.0	8.0080594e-05	0.99999994|0.960436|0.07037176|0.06771673	64|65|1664|1665
8242750	1033	1033	0.0	7.595581e-05	0.960436|1.0|0.07980636|0.08364995	64|65|1664|1665
7984244	2688	5617	0.0	0.2008585	0.9999999	66
7984244	5617	2688	0.0	0.2008585	0.9999999	67
7809597	32762	40134	0.0	0.65879583	0.059767175|0.059767175|1.0|0.9181636|0.059767175|0.44365206|0.059767175|0.059767175	8|46|68|339|618|1648|1966|2448
7809597	40134	32762	0.0	0.65879583	0.06569065|0.06569065|1.0|0.9290427|0.06569065|0.48900405|0.06569065|0.06569065	9|47|69|338|619|1649|1967|2449
7809597	7157	32762	1.0	0.945894	1.0|0.33502185|0.31183988|0.47108805	70|538|844|1914
7809597	32762	7157	1.0	0.945894	1.0|0.3320283|0.32035357|0.4831059	71|539|845|1915
8568233	100	1803	1.0	0.99996245	0.25062546|0.55578035|1.0000002|0.17406099|0.24710761|0.12551974|0.18933955|0.3720232|0.12551974|0.21870291|0.25357115|0.13509855|0.20348124|0.20214303|0.2315399|0.229833|0.29366598|0.13509855|0.34724513|0.2273579|0.32610288|0.18621846	4|38|72|150|258|264|364|418|516|588|592|674|728|818|1002|1018|1030|1330|1980|2130|2292|2374
8568233	1803	100	1.0	0.99997175	0.25484195|0.5362244|1.0000001|0.16092215|0.2554054|0.10798729|0.17371264|0.39330867|0.10798729|0.21514261|0.25427613|0.13455226|0.19916369|0.20377392|0.2124652|0.21862711|0.3650856|0.13455226|0.2741956|0.22268121|0.30849385|0.21219389	5|39|73|151|259|265|365|419|517|589|593|675|729|819|1003|1019|1031|1331|1981|2131|2293|2375
10950949	2247	2260	1.0	0.9953467	1.0000002|0.34942755|0.38271642	74|2196|2256
10950949	2260	2247	1.0	0.9953467	1.0000002|0.34942755|0.40283042	75|2197|2257
8568233	100	100	0.0	4.109279e-06	0.56262416|0.5611352|0.9999997|0.96127117|0.10697831|0.12731007|0.59352434|0.61930186|0.5149808|0.50237197|0.13592054|0.13592054|0.48822987|0.501873	20|21|76|77|374|375|774|775|1008|1009|1416|1417|2132|2133
8568233	100	100	0.0	5.4969014e-06	0.5757827|0.5228899|0.96127117|1.0000001|0.117596515|0.11700296|0.6013227|0.5768019|0.5345367|0.5225069|0.17948861|0.17948861|0.48890975|0.4920475	20|21|76|77|374|375|774|775|1008|1009|1416|1417|2132|2133
9063449	7076	7076	1.0	0.000430259	0.99999976|0.77387595	78|79
9063449	7076	7076	1.0	0.00033624537	0.77387595|0.9999999	78|79
7685215	2353	3725	1.0	0.49271077	1.0|1.0|1.0|1.0|1.0|1.0|1.0	80|222|298|346|406|486|1652
7685215	3725	2353	1.0	0.49132317	1.0|1.0|1.0|1.0|1.0|1.0|1.0	81|223|299|347|407|487|1653
8242750	1033	1017	1.0	0.9986337	1.0000004|0.6783804|0.38793588	82|1024|1776
8242750	1017	1033	1.0	0.9975079	0.99999994|0.6823099|0.33407995	83|1025|1777
8921390	7329	7341	1.0	0.99982315	1.0000001|0.46990934	84|1266
8921390	7341	7329	1.0	0.99961	1.0|0.5545929	85|1267
8824290	2520	5296	0.0	0.18658444	0.99999976|0.26204357	86|716
8824290	5296	2520	0.0	0.18658444	0.99999976|0.26204357	87|717
8360477	3569	3569	0.0	0.99476504	0.99999994|0.92973506|0.37173966|0.3628124|0.14338414|0.15506893|0.3808742|0.3808742|0.2474643|0.2474643|0.32204178|0.30808565|0.21922559|0.21201546	88|89|436|437|1142|1143|1208|1209|2408|2409|2460|2461|2484|2485
8360477	3569	3569	0.0	0.996083	0.92973506|1.0000002|0.39163432|0.38887474|0.15043612|0.15956275|0.3576606|0.3576606|0.2499848|0.2499848|0.33134732|0.3210115|0.23145808|0.26743796	88|89|436|437|1142|1143|1208|1209|2408|2409|2460|2461|2484|2485
8114727	56351	396363	0.0	0.7927896	0.9999998|0.88208014	90|2046
8114727	396363	56351	0.0	0.7927896	0.9999998|0.88208014	91|2047
8921390	854976	7329	1.0	0.97603714	1.0	92
8921390	7329	854976	1.0	0.9757892	1.0000001	93
9160889	14281	14284	1.0	0.056113288	0.99999994	94
9160889	14284	14281	1.0	0.06096938	1.0	95
10488147	1232	10344	0.0	0.8846659	1.0|0.29205927|0.3022175|0.6489552|0.27779695	96|714|780|1236|1872
10488147	10344	1232	0.0	0.8915492	0.9999999|0.2964672|0.31961605|0.65694237|0.27455524	97|715|781|1237|1873
11793852	1644	2643	0.0	0.19209583	0.9999999|0.30631727|0.3104053|0.9999999|0.9999999|0.19800869|0.23712522	98|599|1122|1440|1636|2238|2255
11793852	2643	1644	0.0	0.19209583	0.9999999|0.30631727|0.3163093|0.9999999|0.9999999|0.21412526|0.22738752	99|598|1123|1441|1637|2239|2254
9160889	16476	14283	1.0	0.35021392	0.23547955|0.99999994|0.15178928	54|100|1260
9160889	14283	16476	1.0	0.40085572	0.23570497|0.9999997|0.14041832	55|101|1261
8910398	16153	16153	0.0	0.9998343	1.0000001|0.9231807|0.77822286|0.84425867|0.4325911|0.46496058|0.46424338|0.39726475|0.33809948|0.33809948	102|103|612|613|2148|2149|2250|2251|2428|2429
8910398	16153	16153	0.0	0.9996024	0.9231807|0.99999976|0.83485967|0.8262809|0.40862107|0.42958865|0.4377186|0.47532272|0.35479078|0.35479078	102|103|612|613|2148|2149|2250|2251|2428|2429
10477718	1234	6348	1.0	0.99953234	1.0	104
10477718	6348	1234	1.0	0.99953234	1.0	105
7973658	3558	3558	1.0	0.044409957	1.0|0.86755633	106|107
7973658	3558	3558	1.0	0.02981248	0.86755633|1.0000001	106|107
7559507	3643	3667	1.0	0.9998777	0.54234064|0.9999998|0.31414706|0.22883964|0.71564525|0.37619027|0.21630166|0.4958747|0.26315293|0.46868765|0.2907363|0.9215118|0.46945602|0.8673215|0.54260033|0.2593926|0.35516554|0.9999998	48|108|152|240|268|280|684|688|918|1064|1168|1406|1498|1645|1678|1830|1908|1936
7559507	3667	3643	1.0	0.99990916	0.57871884|1.0000002|0.31556982|0.21275076|0.7276912|0.38195378|0.21528447|0.4894845|0.3153643|0.48806456|0.30322006|0.9301772|0.4704928|0.8705938|0.5316996|0.23966174|0.3480052|1.0000002	49|109|153|241|269|281|685|689|919|1065|1169|1407|1499|1644|1679|1831|1909|1937
7644468	659	655	1.0	0.8768802	0.99999994|0.34436595|0.30604917|0.40980864|0.8068859	110|201|549|1738|2079
7644468	655	659	1.0	0.8658291	1.0|0.32287833|0.31177455|0.39873382|0.79755735	111|200|548|1739|2078
7644468	652	655	1.0	0.74147606	1.0	112
7644468	655	652	1.0	0.7356672	1.0	113
9028955	3570	3570	1.0	0.0012773788	1.0|0.84817016	114|115
9028955	3570	3570	1.0	0.0015177231	0.84817016|1.0000001	114|115
8910586	3596	3566	1.0	0.5839435	0.9999999|0.5506804	116|928
8910586	3566	3596	1.0	0.473024	1.0|0.5167406	117|929
7622448	1230	6348	1.0	0.60131246	1.0000001|0.23738016|0.29997388	118|915|2346
7622448	6348	1230	1.0	0.50379527	1.0000002|0.13828857|0.3016535	119|914|2347
8621427	5155	7422	0.0	0.91253364	1.0	120
8621427	7422	5155	0.0	0.91253364	1.0	121
8910586	3596	3597	1.0	0.003168585	1.0000001|0.6752171|0.5834242|0.7181488	122|1328|2060|2348
8910586	3597	3596	1.0	0.0023019898	0.9999999|0.67272645|0.5667507|0.7251587	123|1329|2061|2349
11815670	1029	644914	0.0	0.49271077	1.0	124
11815670	644914	1029	0.0	0.49132317	1.0	125
7809597	32762	6908	0.0	0.11555759	1.0|0.6313384|0.35201314|0.46946612|0.510274	126|552|652|986|1272
7809597	6908	32762	0.0	0.12846419	0.99999994|0.6569561|0.35651734|0.45275488|0.54661083	127|553|653|987|1273
8524284	6908	6908	0.0	0.44840163	1.0|0.5511798|0.1943141|0.1943141|0.16348049|0.16348049|0.18112782|0.21903399|1.0|0.5511798|0.10714126|0.09994164|0.5511798|1.0|1.0|0.5511798|0.14622621|0.16394445|0.21130455|0.21130455|0.1916519|0.1916519|0.13446939|0.16683854|0.252917|0.252917	128|129|228|229|480|481|530|531|596|597|616|617|840|841|842|843|952|953|1088|1089|1176|1177|1204|1205|1894|1895
8524284	6908	6908	0.0	0.43934065	0.5511798|0.99999994|0.103754506|0.103754506|0.19870293|0.19870293|0.11694833|0.1241832|0.5511798|0.99999994|0.16167527|0.13923608|0.99999994|0.5511798|0.5511798|0.99999994|0.14693788|0.16585228|0.19662039|0.19662039|0.20264426|0.20264426|0.091421664|0.0997373|0.16607186|0.16607186	128|129|228|229|480|481|530|531|596|597|616|617|840|841|842|843|952|953|1088|1089|1176|1177|1204|1205|1894|1895
10950949	2260	2264	1.0	0.7253037	0.9999999	130
10950949	2264	2260	1.0	0.729716	0.9999998	131
10488147	6369	6369	0.0	0.0070501696	1.0000001|0.95916253|0.9197519|0.8954745|0.19665022|0.2614692|0.5746546|0.5746546|0.19665022|0.2614692|0.5633773|0.5633773	132|133|894|895|1036|1037|1066|1067|1080|1081|2318|2319
10488147	6369	6369	0.0	0.0076114396	0.95916253|1.0|0.872542|0.9193511|0.18646933|0.22116232|0.596278|0.596278|0.18646933|0.22116232|0.5653023|0.5653023	132|133|894|895|1036|1037|1066|1067|1080|1081|2318|2319
8662691	100341645	100350417	1.0	0.9537851	0.99999964|0.25191137|0.25191137	134|196|662
8662691	100350417	100341645	1.0	0.9125369	0.99999976|0.27673766|0.2767377	135|197|663
10950949	2252	2263	1.0	0.9323579	0.99999994|0.6405623|0.38762498|0.35830125|0.7530951|0.36677605|0.6663821|0.9173146	136|162|400|1542|1592|2048|2264|2426
10950949	2263	2252	1.0	0.9323579	0.99999994|0.6346628|0.38762498|0.35366544|0.74840456|0.36677605|0.6663821|0.9173146	137|163|401|1543|1593|2049|2265|2427
10477718	3700	6355	0.0	0.9117986	0.9999998|0.51814723	138|1076
10477718	6355	3700	0.0	0.9117986	0.9999998|0.51814723	139|1077
8621427	2321	3791	0.0	0.99326354	1.0|0.22487392|0.21793175|0.6353328|0.0864406|0.28054333|0.5964651|0.17107502|0.7600231|0.22376135|0.15757337	140|362|370|776|1035|1060|1366|1446|1744|1993|2072
8621427	3791	2321	0.0	0.99326354	1.0|0.22639778|0.21793175|0.6353328|0.1082271|0.28054333|0.5964651|0.16138667|0.7600231|0.21005087|0.15757337	141|363|371|777|1034|1061|1367|1447|1745|1992|2073
8921390	5888	7329	1.0	0.9988065	1.0	142
8921390	7329	5888	1.0	0.99918646	0.99999994	143
7935368	3643	3643	1.0	0.96920884	1.0000001|0.9212363|0.5371277|0.5371277|0.20427576|0.24050088	144|145|930|931|1650|1651
7935368	3643	3643	1.0	0.9604511	0.9212363|1.0000001|0.52627313|0.52627313|0.27218714|0.26491567	144|145|930|931|1650|1651
8242750	983	1033	1.0	0.9998462	0.9999999	146
8242750	1033	983	1.0	0.9998536	0.9999999	147
10950949	2247	2252	1.0	0.9932347	1.0000001|0.4219603	148|478
10950949	2252	2247	1.0	0.98519325	0.99999994|0.42052656	149|479
8568233	100	1803	1.0	5.0635008e-05	0.6316874|0.21259525|0.17406099|0.9999999|0.36920848|0.076882236|0.5962219|0.23414254|0.076882236|0.34795633|0.49307072|0.0749537|0.29857266|0.2993893|0.84612954|0.79165494|0.16042808|0.0749537|0.5432636|0.4144909|0.4786997|0.3111008	4|38|72|150|258|264|364|418|516|588|592|674|728|818|1002|1018|1030|1330|1980|2130|2292|2374
8568233	1803	100	1.0	3.20539e-05	0.60996795|0.19540507|0.16092215|0.99999976|0.38017508|0.06731866|0.60104346|0.22015841|0.06731866|0.3506498|0.5248243|0.076936014|0.32888755|0.31713837|0.86543465|0.80694854|0.21244606|0.076936014|0.45902494|0.43264803|0.45454925|0.35110494	5|39|73|151|259|265|365|419|517|589|593|675|729|819|1003|1019|1031|1331|1981|2131|2293|2375
7935368	3643	3667	1.0	0.28335747	0.50597095|0.31414706|0.9999998|0.08374527|0.25602487|0.45040458|0.21433255|0.31762543|0.3351345|0.25745976|0.33299953|0.2702226|0.4294685|0.20834224|0.18242289|0.24084482|0.29492104|0.31414706	48|108|152|240|268|280|684|688|918|1064|1168|1406|1498|1645|1678|1830|1908|1936
7935368	3667	3643	1.0	0.28335747	0.50597095|0.31556982|0.9999998|0.14294598|0.2551153|0.45040458|0.21433255|0.36580703|0.31584132|0.25745976|0.31443724|0.2702226|0.42863053|0.20834224|0.17882493|0.24084482|0.26507574|0.31556982	49|109|153|241|269|281|685|689|919|1065|1169|1407|1499|1644|1679|1831|1909|1937
9368006	1869	4790	0.0	0.89091057	1.0|0.10805084|0.24010353|0.150459|0.6484645|0.13746074|0.11162714|0.14178166|0.15455012|0.34539628	154|248|296|732|740|796|876|1350|1656|1836
9368006	4790	1869	0.0	0.89091057	1.0|0.07625224|0.24010353|0.150459|0.6484645|0.13746074|0.09638586|0.13121475|0.15455012|0.34539628	155|249|297|733|741|797|877|1351|1657|1837
11787853	3845	1029	0.0	0.96234626	1.0000001|0.59316623|0.6495818	156|1360|1568
11787853	1029	3845	0.0	0.88868964	0.9999999|0.54817736|0.67971456	157|1361|1569
11780382	3439	3458	0.0	0.3283752	1.0000001|0.7548105|0.26641375	158|940|1144
11780382	3458	3439	0.0	0.3283752	1.0000001|0.7548105|0.26641375	159|941|1145
8776728	5241	5241	0.0	0.0040332996	0.289394|0.289394|1.0000001|1.0000001|0.7865794|0.7865794|0.612686|0.60586995	12|13|160|161|468|469|554|555
8776728	5241	5241	0.0	0.0040332996	0.289394|0.289394|1.0000001|1.0000001|0.7865794|0.7865794|0.612686|0.60586995	12|13|160|161|468|469|554|555
10950949	2252	2263	1.0	1.0	0.6405623|0.99999976|0.38927826|0.2596358|0.84146035|0.47587323|0.4344773|0.5982419	136|162|400|1542|1592|2048|2264|2426
10950949	2263	2252	1.0	1.0	0.6346628|1.0000001|0.40880474|0.24409477|0.8515132|0.47762305|0.43311736|0.5916281	137|163|401|1543|1593|2049|2265|2427
11781834	1030	1028	0.0	0.008504505	1.0000002|0.9120258|0.7046225|0.91345763	164|970|2330|2457
11781834	1028	1030	0.0	0.008504505	1.0000002|0.91345763|0.7046225|0.9120258	165|971|2331|2456
10910894	1237	6360	1.0	1.0	0.62402505|1.0000001|0.82089794	18|166|1100
10910894	6360	1237	1.0	1.0	0.6377921|0.99999976|0.8239249	19|167|1101
8776728	3320	3308	0.0	0.06172281	1.0|0.45077664|0.54781014|0.45344526|0.17745206|0.07865057|0.17210402|0.07865057|0.07865057|0.39676532|0.18673182|0.07865057|0.76164246|0.41704425	168|387|431|509|785|899|939|1497|1841|1843|1845|2003|2129|2477
8776728	3308	3320	0.0	0.04947044	1.0000002|0.4586032|0.5471937|0.42645654|0.09072816|0.16450281|0.17629732|0.16450281|0.16450281|0.39133662|0.12518662|0.16450281|0.7658011|0.4132007	169|386|430|508|784|898|938|1496|1840|1842|1844|2002|2128|2476
10950949	2247	2264	1.0	0.99998355	0.99999994	170
10950949	2264	2247	1.0	0.9999881	0.9999999	171
2555171	2056	3558	0.0	0.61034167	1.0000001	172
2555171	3558	2056	0.0	0.61034167	1.0000001	173
7685215	2353	6908	1.0	0.65747005	0.99999994|0.54955107|0.590075|0.5578185|0.87491506|0.3544808|0.5094209	174|290|458|1282|1564|2332|2444
7685215	6908	2353	1.0	0.61188024	0.99999994|0.5636728|0.5729995|0.56277835|0.9011755|0.32967928|0.46243855	175|291|459|1283|1565|2333|2445
8638121	1956	6642	1.0	3.3996794e-10	0.9999998|0.46581963|0.4205139|0.9362861|0.9830688|0.94898033|0.26974562	176|360|492|1484|2164|2208|2342
8638121	6642	1956	1.0	3.3996794e-10	0.9999998|0.46581963|0.40764666|0.9270984|0.9834924|0.9409799|0.2514441	177|361|493|1485|2165|2209|2343
8114727	3308	3433	0.0	0.10385411	1.0000002	178
8114727	3433	3308	0.0	0.10385411	1.0000002	179
7824954	6872	6879	1.0	0.59294134	0.9999998	180
7824954	6879	6872	1.0	0.59294134	0.9999998	181
8776728	10963	5241	0.0	0.9874449	1.0000002|0.35680005|0.45067924|0.3840564|0.49861878|0.42054328|0.32036808|0.42111313	182|226|330|690|1022|1524|1910|2126
8776728	5241	10963	0.0	0.9874449	1.0000002|0.35680005|0.45067924|0.3840564|0.49861878|0.42054328|0.32036808|0.42111313	183|227|331|691|1023|1525|1911|2127
8776728	3320	10963	0.0	0.9707762	0.83443254|0.9999998|0.34342253|0.31298363|0.4552529|0.32453653|0.51270026|0.48278818	10|184|1068|1158|1198|1802|2136|2158
8776728	10963	3320	0.0	0.9707762	0.8527251|0.9999998|0.34066963|0.33477324|0.4552529|0.32453653|0.52973783|0.48278818	11|185|1069|1159|1199|1803|2137|2159
11781834	1028	1026	0.0	0.14616929	1.0|0.9322806|0.86491346|0.5811758	186|199|1669|1671
11781834	1026	1028	0.0	0.13837343	1.0|0.9376167|0.8484947|0.56318915	187|198|1668|1670
9368006	4790	4790	1.0	0.0043562497	0.9999999|0.9999999|0.37855446|0.3424658|0.8168658|0.8168658	188|189|1140|1141|1184|1185
9368006	4790	4790	1.0	0.0043562497	0.9999999|0.9999999|0.37855446|0.3424658|0.8168658|0.8168658	188|189|1140|1141|1184|1185
8875929	4193	7157	1.0	0.9999995	0.9999997|0.49187493|0.36527294|0.5841714|0.64208055|0.45184818|0.48434886|0.69633496|0.444124|0.46290132|0.57463515|0.34458694	190|398|720|1276|1418|1486|1544|1794|1856|2152|2224|2338
8875929	7157	4193	1.0	0.99999964	0.9999999|0.5131907|0.37890688|0.56782943|0.63291806|0.44457424|0.5300715|0.7168433|0.44502246|0.45063186|0.5658656|0.35001278	191|399|721|1277|1419|1487|1545|1795|1857|2153|2225|2339
10950949	2252	2260	1.0	0.999997	0.9999999|0.43529975|0.48716465	192|718|962
